10176
(471800369, 426.278, -400.92)
(471800370, 442.581, -380.875)
(471800371, 491.974, -344.64)
(471800373, 496.197, -336.542)
(471800375, 498.49, -324.044)
(471800378, 509.249, -368.164)
(823063723, -122.606, -623.395)
(823064751, 210.315, -762.35)
(823064754, 167.196, -741.388)
(823064755, 115.616, -715.361)
(823064964, 41.1063, -863.647)
(823066076, -451.336, -400.416)
(823066995, -35.7023, 361.55)
(823066998, -55.6016, 334.221)
(823067000, -80.3667, 302.245)
(823067002, -91.0452, 268.135)
(823067004, -100.076, 228.657)
(823067006, -113.887, 119.19)
(823067008, -110.447, 78.8935)
(823067019, -95.6221, 47.9539)
(823067020, -79.1016, 18.9746)
(823073171, -324.981, -670)
(823073673, -354.514, -592.033)
(823073685, -416.363, -511.245)
(823073686, -366.409, -570.552)
(823073978, -479.585, -424.177)
(823073986, -589.826, -253.423)
(823073990, -485.896, -394.316)
(1078699922, 81.3736, -698.25)
(1078699924, -296.794, -350.163)
(1078699925, 82.68, -86.5902)
(1078699928, 160.342, -571.318)
(1078699929, 109.231, -49.6775)
(1078699930, -194.713, -623.176)
(1078706224, 517.094, -385.741)
